Patient	Stat	window	sput.val	cult.val
Patient 11	pi	2040000	3.497e-05	1.7836e-05
Patient 11	theta	2040000	0.000111151	5.5955e-05
Patient 11	td	2040000	-1.921953588	-1.901059752
Patient 11	pi	2050000	3.5821e-05	1.7689e-05
Patient 11	theta	2050000	0.000114614	5.5885e-05
Patient 11	td	2050000	-1.928948275	-1.908561596
Patient 11	pi	2060000	3.7949e-05	1.6961e-05
Patient 11	theta	2060000	0.000122056	5.3382e-05
Patient 11	td	2060000	-1.935429238	-1.901657501
Patient 11	pi	2070000	3.5516e-05	1.2763e-05
Patient 11	theta	2070000	0.00011942	4.4459e-05
Patient 11	td	2070000	-1.970819199	-1.979601441
Patient 11	pi	2080000	3.3521e-05	1.3354e-05
Patient 11	theta	2080000	0.000112211	4.6409e-05
Patient 11	td	2080000	-1.968084856	-1.984763544
Patient 11	pi	2090000	2.6048e-05	1.3141e-05
Patient 11	theta	2090000	8.6359e-05	4.5668e-05
Patient 11	td	2090000	-1.955987714	-1.98525669
Patient 11	pi	2100000	2.3508e-05	1.3157e-05
Patient 11	theta	2100000	7.7808e-05	4.5791e-05
Patient 11	td	2100000	-1.955558112	-1.989690966
Patient 11	pi	2110000	2.3006e-05	1.4764e-05
Patient 11	theta	2110000	7.6996e-05	5.1064e-05
Patient 11	td	2110000	-1.966486697	-1.988643605
Patient 11	pi	2120000	2.1512e-05	1.407e-05
Patient 11	theta	2120000	7.3978e-05	4.9012e-05
Patient 11	td	2120000	-1.986628024	-1.992323922
Patient 11	pi	2130000	2.3229e-05	1.3663e-05
Patient 11	theta	2130000	7.8697e-05	4.7411e-05
Patient 11	td	2130000	-1.975713505	-1.98768839
Patient 11	pi	2140000	2.6053e-05	1.3251e-05
Patient 11	theta	2140000	8.8675e-05	4.5964e-05
Patient 11	td	2140000	-1.981551005	-1.98658199
Patient 11	pi	2150000	2.6634e-05	1.3256e-05
Patient 11	theta	2150000	8.942e-05	4.5813e-05
Patient 11	td	2150000	-1.970762178	-1.981920238
Patient 11	pi	2160000	2.4794e-05	1.4091e-05
Patient 11	theta	2160000	8.3078e-05	4.8624e-05
Patient 11	td	2160000	-1.96884942	-1.98439197
Patient 11	pi	2170000	2.7063e-05	1.5096e-05
Patient 11	theta	2170000	9.0145e-05	5.2175e-05
Patient 11	td	2170000	-1.964669003	-1.98887452
Patient 11	pi	2180000	3.2871e-05	1.4952e-05
Patient 11	theta	2180000	0.000108779	5.1801e-05
Patient 11	td	2180000	-1.961397647	-1.988043839
Patient 11	pi	2190000	3.5527e-05	1.4786e-05
Patient 11	theta	2190000	0.000117206	5.1214e-05
Patient 11	td	2190000	-1.959448155	-1.987532913
Patient 11	pi	2200000	3.5104e-05	1.5384e-05
Patient 11	theta	2200000	0.000116055	5.3321e-05
Patient 11	td	2200000	-1.96109498	-1.988765975
Patient 11	pi	2210000	3.536e-05	1.3649e-05
Patient 11	theta	2210000	0.000116928	4.7811e-05
Patient 11	td	2210000	-1.961116536	-1.99513938
Patient 11	pi	2220000	0.000141481	9.0619e-05
Patient 11	theta	2220000	0.000179321	9.9922e-05
Patient 11	td	2220000	-0.587071195	-0.250341255
Patient 11	pi	2230000	0.000139131	9.1437e-05
Patient 11	theta	2230000	0.00016921	0.000104398
Patient 11	td	2230000	-0.494969814	-0.340750407
Patient 11	pi	2240000	0.000136123	9.2395e-05
Patient 11	theta	2240000	0.00016505	0.000108468
Patient 11	td	2240000	-0.486489836	-0.409078552
Patient 11	pi	2250000	0.000140756	9.2176e-05
Patient 11	theta	2250000	0.000166612	0.00010524
Patient 11	td	2250000	-0.42672106	-0.341447593
Patient 11	pi	2260000	0.000151499	9.4846e-05
Patient 11	theta	2260000	0.000180477	0.000104215
Patient 11	td	2260000	-0.440686878	-0.245530316
Patient 11	pi	2270000	0.000149465	9.5154e-05
Patient 11	theta	2270000	0.000172539	0.000103798
Patient 11	td	2270000	-0.364565201	-0.222294627
Patient 11	pi	2280000	0.000150967	9.4144e-05
Patient 11	theta	2280000	0.000159748	0.000100106
Patient 11	td	2280000	-0.145428228	-0.157618608
Patient 11	pi	2290000	0.000281278	0.000210436
Patient 11	theta	2290000	0.000263856	0.000181668
Patient 11	td	2290000	0.192367063	0.455849836
Patient 11	pi	2300000	0.000292036	0.000216674
Patient 11	theta	2300000	0.000265498	0.000187813
Patient 11	td	2300000	0.289447875	0.447273331
Patient 11	pi	2310000	0.000331356	0.000224747
Patient 11	theta	2310000	0.000328042	0.000194257
Patient 11	td	2310000	0.036406745	0.453443774
Patient 11	pi	2320000	0.000190098	0.000141115
Patient 11	theta	2320000	0.000249001	0.000143747
Patient 11	td	2320000	-0.657482065	-0.039870042
Patient 11	pi	2330000	NA	0.000141463
Patient 11	theta	2330000	NA	0.000143837
Patient 11	td	2330000	NA	-0.033545238
Patient 11	pi	2340000	NA	0.000144377
Patient 11	theta	2340000	NA	0.000145498
Patient 11	td	2340000	NA	-0.01383363
Patient 11	pi	2350000	0.000224962	0.000143537
Patient 11	theta	2350000	0.000339001	0.000153811
Patient 11	td	2350000	-0.940374883	-0.181044972
Patient 11	pi	2360000	0.000207308	0.000138698
Patient 11	theta	2360000	0.000313489	0.000154232
Patient 11	td	2360000	-0.946925983	-0.274337824
Patient 11	pi	2370000	0.000215982	0.000141904
Patient 11	theta	2370000	0.000329637	0.000158831
Patient 11	td	2370000	-0.964136371	-0.287285417
Patient 11	pi	2380000	0.000218533	0.000145467
Patient 11	theta	2380000	0.000334983	0.000163318
Patient 11	td	2380000	-0.973567313	-0.29584231
Patient 11	pi	2390000	6.9605e-05	2.3771e-05
Patient 11	theta	2390000	0.000206699	8.2032e-05
Patient 11	td	2390000	-1.866098874	-1.993859176
Patient 11	pi	2400000	7.1361e-05	2.1899e-05
Patient 11	theta	2400000	0.000212413	7.5639e-05
Patient 11	td	2400000	-1.868049356	-1.992554354
Patient 11	pi	2410000	6.8489e-05	2.1455e-05
Patient 11	theta	2410000	0.0002096	7.4121e-05
Patient 11	td	2410000	-1.894658971	-1.99247734
Patient 11	pi	2420000	7.6008e-05	1.8942e-05
Patient 11	theta	2420000	0.000237801	6.6227e-05
Patient 11	td	2420000	-1.915258817	-2.00065292
Patient 11	pi	2430000	5.3977e-05	1.8498e-05
Patient 11	theta	2430000	0.000175436	6.4651e-05
Patient 11	td	2430000	-1.947695788	-1.99996753
Patient 11	pi	2440000	5.5183e-05	1.9483e-05
Patient 11	theta	2440000	0.000179251	6.8143e-05
Patient 11	td	2440000	-1.947465423	-2.003037009
Patient 11	pi	2450000	5.6517e-05	1.8802e-05
Patient 11	theta	2450000	0.000192584	6.5889e-05
Patient 11	td	2450000	-1.988362542	-2.003845964
Patient 11	pi	2460000	5.5476e-05	1.914e-05
Patient 11	theta	2460000	0.000189606	6.706e-05
Patient 11	td	2460000	-1.990431332	-2.003616442
Patient 11	pi	2470000	5.5391e-05	1.7891e-05
Patient 11	theta	2470000	0.000185112	6.2655e-05
Patient 11	td	2470000	-1.971699642	-2.002221679
Patient 11	pi	2480000	5.2399e-05	1.8279e-05
Patient 11	theta	2480000	0.000175085	6.4049e-05
Patient 11	td	2480000	-1.971196731	-2.004752946
Patient 11	pi	2490000	5.4785e-05	1.8772e-05
Patient 11	theta	2490000	0.000183502	6.6386e-05
Patient 11	td	2490000	-1.973507481	-2.012532426
Patient 11	pi	2500000	5.1691e-05	1.9447e-05
Patient 11	theta	2500000	0.000174585	6.8775e-05
Patient 11	td	2500000	-1.98070905	-2.01317984
Patient 11	pi	2510000	4.0265e-05	1.934e-05
Patient 11	theta	2510000	0.000134866	6.8392e-05
Patient 11	td	2510000	-1.971623959	-2.013045837
Patient 11	pi	2520000	2.9271e-05	2.1019e-05
Patient 11	theta	2520000	9.5073e-05	7.4331e-05
Patient 11	td	2520000	-1.940220977	-2.014166648
Patient 11	pi	2530000	2.8288e-05	2.0656e-05
Patient 11	theta	2530000	9.2048e-05	7.3048e-05
Patient 11	td	2530000	-1.942336453	-2.014119499
Patient 11	pi	2540000	2.6678e-05	1.93e-05
Patient 11	theta	2540000	8.8505e-05	6.8255e-05
Patient 11	td	2540000	-1.959263424	-2.012953461
Patient 11	pi	2550000	2.166e-05	1.7945e-05
Patient 11	theta	2550000	7.0835e-05	6.3464e-05
Patient 11	td	2550000	-1.944149052	-2.011909179
Patient 11	pi	2560000	2.0683e-05	1.6284e-05
Patient 11	theta	2560000	6.7456e-05	5.7465e-05
Patient 11	td	2560000	-1.940986948	-2.008457125
Patient 11	pi	2570000	1.8979e-05	1.7397e-05
Patient 11	theta	2570000	6.5238e-05	6.1247e-05
Patient 11	td	2570000	-1.984301253	-2.006885028
Patient 11	pi	2580000	2.2608e-05	1.9984e-05
Patient 11	theta	2580000	7.5448e-05	6.9785e-05
Patient 11	td	2580000	-1.962475296	-2.002898611
Patient 11	pi	2590000	0.000167925	0.000130145
Patient 11	theta	2590000	0.000216375	0.000177051
Patient 11	td	2590000	-0.627571947	-0.740924417
Patient 11	pi	2600000	0.000177647	0.000129566
Patient 11	theta	2600000	0.000243465	0.000174981
Patient 11	td	2600000	-0.759857322	-0.721103964
Patient 11	pi	2610000	0.000183286	0.000127878
Patient 11	theta	2610000	0.000253875	0.000172004
Patient 11	td	2610000	-0.78073725	-0.713680457
Patient 11	pi	2620000	0.000191551	0.000126701
Patient 11	theta	2620000	0.000266855	0.000167437
Patient 11	td	2620000	-0.79253682	-0.672810106
Patient 11	pi	2630000	0.000202371	0.000128437
Patient 11	theta	2630000	0.000278689	0.000168855
Patient 11	td	2630000	-0.768563696	-0.661869619
Patient 11	pi	2640000	0.000208904	0.000128159
Patient 11	theta	2640000	0.000301294	0.000169303
Patient 11	td	2640000	-0.85739679	-0.672527191
Patient 11	pi	2650000	0.000208516	0.000130678
Patient 11	theta	2650000	0.000300448	0.000174835
Patient 11	td	2650000	-0.854917047	-0.696323509
Patient 11	pi	2660000	0.000212953	0.00012979
Patient 11	theta	2660000	0.000313478	0.000173056
Patient 11	td	2660000	-0.897163153	-0.688294721
Patient 11	pi	2670000	0.000213362	0.000125335
Patient 11	theta	2670000	0.000310057	0.000167596
Patient 11	td	2670000	-0.871954202	-0.697653853
Patient 11	pi	2680000	0.000211529	0.000123697
Patient 11	theta	2680000	0.000305609	0.000159269
Patient 11	td	2680000	-0.862499853	-0.61449381
Patient 11	pi	2690000	3.7956e-05	1.5943e-05
Patient 11	theta	2690000	0.000129492	5.6103e-05
Patient 11	td	2690000	-1.986963899	-2.002971033
Patient 11	pi	2700000	3.1097e-05	1.7699e-05
Patient 11	theta	2700000	0.000104817	6.2013e-05
Patient 11	td	2700000	-1.973887302	-2.002923483
Patient 11	pi	2710000	2.962e-05	1.7158e-05
Patient 11	theta	2710000	9.9685e-05	6.0251e-05
Patient 11	td	2710000	-1.972418679	-2.005129732
Patient 11	pi	2720000	3.2097e-05	1.644e-05
Patient 11	theta	2720000	0.000108194	5.7712e-05
Patient 11	td	2720000	-1.975685058	-2.003717101
Patient 11	pi	2730000	2.9819e-05	1.6022e-05
Patient 11	theta	2730000	0.000102382	5.624e-05
Patient 11	td	2730000	-1.991301132	-2.002886453
Patient 11	pi	2740000	2.711e-05	1.5336e-05
Patient 11	theta	2740000	9.2629e-05	5.3958e-05
Patient 11	td	2740000	-1.985682404	-2.003524092
Patient 11	pi	2750000	2.6937e-05	1.5723e-05
Patient 11	theta	2750000	9.1871e-05	5.5024e-05
Patient 11	td	2750000	-1.983234053	-1.995161585
Patient 11	pi	2760000	2.5333e-05	1.6482e-05
Patient 11	theta	2760000	8.5812e-05	5.7675e-05
Patient 11	td	2760000	-1.974579892	-1.993369492
Patient 11	pi	2770000	2.6761e-05	1.6319e-05
Patient 11	theta	2770000	9.1024e-05	5.7102e-05
Patient 11	td	2770000	-1.981076239	-1.993118328
Patient 11	pi	2780000	3.512e-05	1.5549e-05
Patient 11	theta	2780000	0.00012076	5.4385e-05
Patient 11	td	2780000	-1.994044601	-1.99205502
Patient 11	pi	2790000	3.5984e-05	1.3237e-05
Patient 11	theta	2790000	0.000123536	4.6194e-05
Patient 11	td	2790000	-1.992630479	-1.98434245
Patient 11	pi	2800000	3.7104e-05	1.2161e-05
Patient 11	theta	2800000	0.00012995	4.2376e-05
Patient 11	td	2800000	-2.008803991	-1.98128549
Patient 11	pi	2810000	3.5329e-05	1.2228e-05
Patient 11	theta	2810000	0.000123685	4.2617e-05
Patient 11	td	2810000	-2.008034238	-1.980549934
Patient 11	pi	2820000	8.5589e-05	4.0555e-05
Patient 11	theta	2820000	0.000150812	6.3379e-05
Patient 11	td	2820000	-1.212243661	-0.958466698
Patient 11	pi	2830000	9.2911e-05	4.2361e-05
Patient 11	theta	2830000	0.000170157	6.8634e-05
Patient 11	td	2830000	-1.271777623	-1.025531527
Patient 11	pi	2840000	9.1735e-05	4.3762e-05
Patient 11	theta	2840000	0.000166031	7.4599e-05
Patient 11	td	2840000	-1.252146734	-1.121878779
Patient 11	pi	2850000	9.3362e-05	4.2022e-05
Patient 11	theta	2850000	0.000176064	7.0883e-05
Patient 11	td	2850000	-1.318065993	-1.11294025
Patient 11	pi	2860000	9.9393e-05	4.0524e-05
Patient 11	theta	2860000	0.00020374	7.0096e-05
Patient 11	td	2860000	-1.438269234	-1.157348866
Patient 11	pi	2870000	0.000102934	4.0156e-05
Patient 11	theta	2870000	0.000213903	6.845e-05
Patient 11	td	2870000	-1.457352747	-1.140398786
Patient 11	pi	2880000	9.3442e-05	4.0807e-05
Patient 11	theta	2880000	0.000179104	7.0584e-05
Patient 11	td	2880000	-1.339978598	-1.165092017
Patient 11	pi	2890000	0.000125568	4.228e-05
Patient 11	theta	2890000	0.000268078	7.5666e-05
Patient 11	td	2890000	-1.495642493	-1.21935982
Patient 11	pi	2900000	0.000121223	4.1976e-05
Patient 11	theta	2900000	0.000254692	7.439e-05
Patient 11	td	2900000	-1.474175157	-1.200515049
Patient 11	pi	2910000	0.000122447	4.3633e-05
Patient 11	theta	2910000	0.000258606	7.9974e-05
Patient 11	td	2910000	-1.481315463	-1.260347666
Patient 11	pi	2920000	7.13e-05	1.8142e-05
Patient 11	theta	2920000	0.000222802	6.2953e-05
Patient 11	td	2920000	-1.914466507	-1.995449527
Patient 11	pi	2930000	7.1662e-05	1.7428e-05
Patient 11	theta	2930000	0.000222415	6.0308e-05
Patient 11	td	2930000	-1.908592669	-1.989141668
Patient 11	pi	2940000	7.1234e-05	1.5559e-05
Patient 11	theta	2940000	0.000219949	5.3671e-05
Patient 11	td	2940000	-1.903944624	-1.98335075
Patient 11	pi	2950000	0.000101415	1.5236e-05
Patient 11	theta	2950000	0.000299682	5.2502e-05
Patient 11	td	2950000	-1.863225424	-1.98128186
Patient 11	pi	2960000	9.1059e-05	1.4856e-05
Patient 11	theta	2960000	0.000269595	5.1502e-05
Patient 11	td	2960000	-1.864325822	-1.985173922
Patient 11	pi	2970000	0.000105194	1.4388e-05
Patient 11	theta	2970000	0.000314477	4.985e-05
Patient 11	td	2970000	-1.874159003	-1.982627933
Patient 11	pi	2980000	0.000115289	1.5015e-05
Patient 11	theta	2980000	0.000350887	5.1746e-05
Patient 11	td	2980000	-1.89041599	-1.982569528
Patient 11	pi	2990000	7.9692e-05	1.5801e-05
Patient 11	theta	2990000	0.00024909	5.4379e-05
Patient 11	td	2990000	-1.912772079	-1.983256352
Patient 11	pi	3000000	8.3786e-05	1.6563e-05
Patient 11	theta	3000000	0.000261593	5.7416e-05
Patient 11	td	3000000	-1.912061055	-1.987029605
Patient 11	pi	3010000	8.5349e-05	2.8093e-05
Patient 11	theta	3010000	0.000265819	5.9961e-05
Patient 11	td	3010000	-1.909978589	-1.450208244
Patient 11	pi	3020000	8.9246e-05	2.7956e-05
Patient 11	theta	3020000	0.000276261	6.0656e-05
Patient 11	td	3020000	-1.904408731	-1.45872168
Patient 11	pi	3030000	8.2889e-05	2.7352e-05
Patient 11	theta	3030000	0.000256755	6.1134e-05
Patient 11	td	3030000	-1.90502067	-1.507514074
Patient 11	pi	3040000	8.1466e-05	2.8108e-05
Patient 11	theta	3040000	0.000251961	6.4266e-05
Patient 11	td	3040000	-1.904355001	-1.540592861
Patient 11	pi	3050000	6.8828e-05	2.8926e-05
Patient 11	theta	3050000	0.000209805	6.7823e-05
Patient 11	td	3050000	-1.890006493	-1.583596689
Patient 11	pi	3060000	8.6823e-05	3.0239e-05
Patient 11	theta	3060000	0.000265358	7.157e-05
Patient 11	td	3060000	-1.893275904	-1.600400682
Patient 11	pi	3070000	7.3935e-05	3.242e-05
Patient 11	theta	3070000	0.000221932	7.8082e-05
Patient 11	td	3070000	-1.874604619	-1.626041066
Patient 11	pi	3080000	6.4018e-05	3.2547e-05
Patient 11	theta	3080000	0.000185484	7.7144e-05
Patient 11	td	3080000	-1.839000859	-1.604154613
Patient 11	pi	3090000	6.7109e-05	3.1128e-05
Patient 11	theta	3090000	0.000195396	7.1638e-05
Patient 11	td	3090000	-1.84439884	-1.562620864
Patient 11	pi	3100000	8.4284e-05	2.9574e-05
Patient 11	theta	3100000	0.000235879	6.6024e-05
Patient 11	td	3100000	-1.807692214	-1.526031506
Patient 11	pi	3110000	8.4725e-05	1.8552e-05
Patient 11	theta	3110000	0.000238023	6.5296e-05
Patient 11	td	3110000	-1.811372618	-2.005944981
Patient 11	pi	3120000	8.014e-05	1.8491e-05
Patient 11	theta	3120000	0.000225931	6.5243e-05
Patient 11	td	3120000	-1.814691223	-2.006300077
Patient 11	pi	3130000	7.9396e-05	1.8763e-05
Patient 11	theta	3130000	0.000224422	6.621e-05
Patient 11	td	3130000	-1.816808469	-2.007284485
Patient 11	pi	3140000	8.221e-05	1.8605e-05
Patient 11	theta	3140000	0.000232665	6.5643e-05
Patient 11	td	3140000	-1.818425025	-2.006749547
Patient 11	pi	3150000	6.8332e-05	1.7948e-05
Patient 11	theta	3150000	0.000204341	6.3333e-05
Patient 11	td	3150000	-1.871640756	-2.00627469
Patient 11	pi	3160000	4.9067e-05	1.7201e-05
Patient 11	theta	3160000	0.000142035	6.069e-05
Patient 11	td	3160000	-1.839772347	-2.003914979
Patient 11	pi	3170000	5.3035e-05	1.6771e-05
Patient 11	theta	3170000	0.000151289	5.9174e-05
Patient 11	td	3170000	-1.826826605	-2.005292994
Patient 11	pi	3180000	4.9116e-05	1.7697e-05
Patient 11	theta	3180000	0.000140186	6.2613e-05
Patient 11	td	3180000	-1.826695035	-2.010585504
Patient 11	pi	3190000	4.7758e-05	1.9352e-05
Patient 11	theta	3190000	0.000135753	6.8472e-05
Patient 11	td	3190000	-1.822206145	-2.012922985
Patient 11	pi	3200000	2.559e-05	2.0111e-05
Patient 11	theta	3200000	7.9691e-05	7.1151e-05
Patient 11	td	3200000	-1.901136052	-2.013527188
Patient 11	pi	3210000	2.4234e-05	1.863e-05
Patient 11	theta	3210000	7.5038e-05	6.5908e-05
Patient 11	td	3210000	-1.89426781	-2.011659437
Patient 11	pi	3220000	2.1214e-05	1.8422e-05
Patient 11	theta	3220000	6.488e-05	6.5171e-05
Patient 11	td	3220000	-1.876026259	-2.011832929
Patient 11	pi	3230000	2.6199e-05	1.7384e-05
Patient 11	theta	3230000	8.1697e-05	6.1498e-05
Patient 11	td	3230000	-1.902340072	-2.010837081
Patient 11	pi	3240000	2.2645e-05	1.7348e-05
Patient 11	theta	3240000	7.1541e-05	6.1373e-05
Patient 11	td	3240000	-1.907529309	-2.010573367
Patient 11	pi	3250000	2.2011e-05	1.7505e-05
Patient 11	theta	3250000	6.9684e-05	6.1924e-05
Patient 11	td	3250000	-1.907790757	-2.010547541
Patient 11	pi	3260000	2.3858e-05	1.6528e-05
Patient 11	theta	3260000	7.5156e-05	5.8466e-05
Patient 11	td	3260000	-1.910143829	-2.010100779
Patient 11	pi	3270000	2.1468e-05	1.5993e-05
Patient 11	theta	3270000	7.0939e-05	5.6565e-05
Patient 11	td	3270000	-1.951220288	-2.008471788
Patient 11	pi	3280000	2.3571e-05	1.5966e-05
Patient 11	theta	3280000	7.8397e-05	5.6471e-05
Patient 11	td	3280000	-1.960852029	-2.007565017
Patient 11	pi	3290000	2.3207e-05	1.5029e-05
Patient 11	theta	3290000	7.6964e-05	5.2396e-05
Patient 11	td	3290000	-1.957342026	-1.987108745
Patient 11	pi	3300000	2.3477e-05	1.4051e-05
Patient 11	theta	3300000	7.7884e-05	4.8941e-05
Patient 11	td	3300000	-1.959247804	-1.987198497
Patient 11	pi	3310000	2.7853e-05	1.4582e-05
Patient 11	theta	3310000	9.0802e-05	5.0677e-05
Patient 11	td	3310000	-1.946950128	-1.986257143
Patient 11	pi	3320000	3.2357e-05	1.3932e-05
Patient 11	theta	3320000	0.000104945	4.8376e-05
Patient 11	td	3320000	-1.944141802	-1.986074642
Patient 11	pi	3330000	3.0064e-05	1.5655e-05
Patient 11	theta	3330000	9.7241e-05	5.4273e-05
Patient 11	td	3330000	-1.939280511	-1.985596656
Patient 11	pi	3340000	2.9384e-05	1.7012e-05
Patient 11	theta	3340000	9.5147e-05	5.9067e-05
Patient 11	td	3340000	-1.940195571	-1.992446095
Patient 11	pi	3350000	3.0814e-05	1.6986e-05
Patient 11	theta	3350000	0.000100156	5.898e-05
Patient 11	td	3350000	-1.944704841	-1.994477828
Patient 11	pi	3360000	5.3364e-05	1.7357e-05
Patient 11	theta	3360000	0.000167062	6.0294e-05
Patient 11	td	3360000	-1.914926739	-1.99544738
Patient 11	pi	3370000	0.000248298	1.7068e-05
Patient 11	theta	3370000	0.000561193	5.9294e-05
Patient 11	td	3370000	-1.570861697	-1.995558227
Patient 11	pi	3380000	0.000252378	1.6495e-05
Patient 11	theta	3380000	0.000570097	5.7257e-05
Patient 11	td	3380000	-1.570149446	-1.994456321
Patient 11	pi	3390000	0.0002448	1.6001e-05
Patient 11	theta	3390000	0.000554742	5.6303e-05
Patient 11	td	3390000	-1.574093179	-2.005334529
Patient 11	pi	3400000	0.000247077	1.7692e-05
Patient 11	theta	3400000	0.000559096	6.2138e-05
Patient 11	td	3400000	-1.572195985	-2.005671959
Patient 11	pi	3410000	0.000246055	1.7109e-05
Patient 11	theta	3410000	0.000554933	6.0227e-05
Patient 11	td	3410000	-1.568031389	-2.007332707
Patient 11	pi	3420000	0.000264933	1.7608e-05
Patient 11	theta	3420000	0.000610047	6.183e-05
Patient 11	td	3420000	-1.593417883	-2.005725797
Patient 11	pi	3430000	0.000261728	2.2442e-05
Patient 11	theta	3430000	0.000581356	6.3369e-05
Patient 11	td	3430000	-1.548063387	-1.80583956
Patient 11	pi	3440000	0.000258716	2.1767e-05
Patient 11	theta	3440000	0.000574823	6.0826e-05
Patient 11	td	3440000	-1.548546764	-1.794936892
Patient 11	pi	3450000	0.000249634	2.168e-05
Patient 11	theta	3450000	0.000554246	5.9953e-05
Patient 11	td	3450000	-1.548063761	-1.783965952
Patient 11	pi	3460000	0.000231681	2.2578e-05
Patient 11	theta	3460000	0.000498614	6.2674e-05
Patient 11	td	3460000	-1.507911995	-1.790588683
Patient 11	pi	3470000	7.373e-05	2.314e-05
Patient 11	theta	3470000	0.000197998	6.4377e-05
Patient 11	td	3470000	-1.765529818	-1.790496785
Patient 11	pi	3480000	7.5669e-05	2.2647e-05
Patient 11	theta	3480000	0.000205022	6.2287e-05
Patient 11	td	3480000	-1.774307423	-1.770990656
Patient 11	pi	3490000	7.4488e-05	2.3341e-05
Patient 11	theta	3490000	0.00020177	6.4601e-05
Patient 11	td	3490000	-1.774718523	-1.784991094
Patient 11	pi	3500000	7.41e-05	2.2881e-05
Patient 11	theta	3500000	0.000201212	6.3033e-05
Patient 11	td	3500000	-1.777250288	-1.77808981
Patient 11	pi	3510000	7.2969e-05	2.2939e-05
Patient 11	theta	3510000	0.000197058	6.2488e-05
Patient 11	td	3510000	-1.771555735	-1.766231208
Patient 11	pi	3520000	5.7983e-05	2.265e-05
Patient 11	theta	3520000	0.000149686	6.2061e-05
Patient 11	td	3520000	-1.721142702	-1.773779298
Patient 11	pi	3530000	4.1772e-05	1.5701e-05
Patient 11	theta	3530000	0.00013565	5.4399e-05
Patient 11	td	3530000	-1.946460538	-1.988650573
Patient 11	pi	3540000	4.6977e-05	1.4483e-05
Patient 11	theta	3540000	0.000154133	5.0277e-05
Patient 11	td	3540000	-1.955948876	-1.988919959
Patient 11	pi	3550000	5.372e-05	1.3637e-05
Patient 11	theta	3550000	0.000177921	4.7769e-05
Patient 11	td	3550000	-1.964904856	-1.99286605
Patient 11	pi	3560000	5.9151e-05	1.3081e-05
Patient 11	theta	3560000	0.000197169	4.5963e-05
Patient 11	td	3560000	-1.970368827	-1.995401898
Patient 11	pi	3570000	6.155e-05	1.368e-05
Patient 11	theta	3570000	0.000193076	4.8088e-05
Patient 11	td	3570000	-1.91896076	-1.996334603
Patient 11	pi	3580000	5.8084e-05	1.3438e-05
Patient 11	theta	3580000	0.000181084	4.7239e-05
Patient 11	td	3580000	-1.913027451	-1.994186211
Patient 11	pi	3590000	7.1822e-05	1.1754e-05
Patient 11	theta	3590000	0.000229659	4.1432e-05
Patient 11	td	3590000	-1.936108845	-1.98262701
Patient 11	pi	3600000	7.376e-05	1.1723e-05
Patient 11	theta	3600000	0.000235721	4.1469e-05
Patient 11	td	3600000	-1.935714512	-1.971572878
Patient 11	pi	3610000	7.8164e-05	1.1566e-05
Patient 11	theta	3610000	0.000249793	4.0914e-05
Patient 11	td	3610000	-1.935701862	-1.970510345
Patient 11	pi	3620000	8.9777e-05	1.1609e-05
Patient 11	theta	3620000	0.00028929	4.1071e-05
Patient 11	td	3620000	-1.942916368	-1.967910381
Patient 11	pi	3630000	8.4791e-05	1.2314e-05
Patient 11	theta	3630000	0.000272585	4.3569e-05
Patient 11	td	3630000	-1.940860867	-1.985390071
Patient 11	pi	3640000	8.1045e-05	1.262e-05
Patient 11	theta	3640000	0.000259126	4.4652e-05
Patient 11	td	3640000	-1.936169144	-1.981016829
Patient 11	pi	3650000	7.554e-05	1.3064e-05
Patient 11	theta	3650000	0.000238189	4.6225e-05
Patient 11	td	3650000	-1.923725061	-1.986425405
Patient 11	pi	3660000	7.3872e-05	1.2679e-05
Patient 11	theta	3660000	0.000232492	4.4861e-05
Patient 11	td	3660000	-1.920450776	-1.990417845
Patient 11	pi	3670000	4.755e-05	1.1179e-05
Patient 11	theta	3670000	0.000166929	3.9553e-05
Patient 11	td	3670000	-2.011320576	-1.982276118
Patient 11	pi	3680000	5.3014e-05	1.1178e-05
Patient 11	theta	3680000	0.000186221	3.955e-05
Patient 11	td	3680000	-2.012153093	-1.980122253
Patient 11	pi	3690000	NA	1.1649e-05
Patient 11	theta	3690000	NA	4.1215e-05
Patient 11	td	3690000	NA	-1.963736879
Patient 11	pi	3700000	NA	NA
Patient 11	theta	3700000	NA	NA
Patient 11	td	3700000	NA	NA
Patient 11	pi	3710000	NA	NA
Patient 11	theta	3710000	NA	NA
Patient 11	td	3710000	NA	NA
Patient 11	pi	3720000	NA	NA
Patient 11	theta	3720000	NA	NA
Patient 11	td	3720000	NA	NA
Patient 11	pi	3730000	NA	NA
Patient 11	theta	3730000	NA	NA
Patient 11	td	3730000	NA	NA
Patient 11	pi	3740000	NA	NA
Patient 11	theta	3740000	NA	NA
Patient 11	td	3740000	NA	NA
Patient 11	pi	3750000	NA	NA
Patient 11	theta	3750000	NA	NA
Patient 11	td	3750000	NA	NA
Patient 11	pi	3760000	NA	NA
Patient 11	theta	3760000	NA	NA
Patient 11	td	3760000	NA	NA
Patient 11	pi	3770000	NA	NA
Patient 11	theta	3770000	NA	NA
Patient 11	td	3770000	NA	NA
Patient 11	pi	3780000	NA	NA
Patient 11	theta	3780000	NA	NA
Patient 11	td	3780000	NA	NA
Patient 11	pi	3790000	NA	2.1199e-05
Patient 11	theta	3790000	NA	6.7481e-05
